Page title,URL,Brand,Car brand,Gear box,Engine,Category,Average consumption,CO2 emissions,Fiscal power,Number of doors,Price,Imglabel,XX,YY,samples_index
LLD Pro - MASERATI GHIBLI GRANLUSS - 3.0D V6 BVA (00113) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/fddd19bf9f7b12575b5bfb3f903409d91bd82bf9/maserati-ghibli-granluss/,MASERATI GHIBLI GRANLUSS,Diesel,manuel,2987.0,Tri-corps 4 portes,7.5 l/100km,190 g/km,18.0,4,1591,1897,51.1496467590332,7.737281799316406,1897
LLD Pro - AUDI A3 SBACK SPORT - 30 TDI 116 BVM6 (13539) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/e305c8dfbdeebc5f3a72e5e29b5e74d20138f2e9/audi-a3-sback-sport/,AUDI A3 SBACK SPORT,Diesel,manuel,1598.0,Berline 5 portes,4.5 l/100km,110 g/km,6.0,5,414,4016,-12.394330978393555,-33.754817962646484,4016
LLD Pro - MINI CABRIO COOPER S - 192 BVM6 (02296) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/89e8ab3a1db6c765c0f4d7d4827d3f7c3d0a6a3c/mini-cabrio-cooper-s/,MINI CABRIO COOPER S,Eurosuper (Sans plomb),manuel,1998.0,Cabriolet 2 portes,6.8 l/100km,154 g/km,11.0,2,450,1508,1.282167673110962,2.3601973056793213,1508
LLD Pro - VOLKSWAGEN TOURAN 5P TREND - 1.6TDI115 DSG7 (10985) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f1a040802e9d3479497b1cb59feb3ee87211340e/volkswagen-touran-5p-trend/,VOLKSWAGEN TOURAN 5P TREND,Diesel,manuel,1598.0,Mini monospace 5 portes,4.2 l/100km,104 g/km,6.0,5,345,443,-19.76041603088379,-34.2270622253418,443
LLD Pro - VOLKSWAGEN ARTEON R-L.EXCL - 1.5TSI 150 DSG7 (12650) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/cb12c88cf7aa3c71bc47c7bda01a5e92d332edc7/volkswagen-arteon-r-l.excl/,VOLKSWAGEN ARTEON R-L.EXCL,Eurosuper (Sans plomb),manuel,1498.0,Berline 5 portes,6 l/100km,126 g/km,8.0,5,580,262,3.4059982299804688,-33.66996765136719,262
LLD Pro - FORD TOURNEO CONNECT - TITANIU.ECO.120 (14138) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d82ac8fbec2c25354afa6b6d38b97e77cada562f/ford-tourneo-connect/,FORD TOURNEO CONNECT,Diesel,manuel,1499.0,Mini monospace 5 portes,4.5 l/100km,118 g/km,6.0,5,389,2498,20.20290184020996,-34.286720275878906,2498
LLD Pro - JAGUAR E-PACE STANDARD - P250 AWD BVA (01105) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/123867e07da8391d593f0c184a5886ebc0b8ad7a/jaguar-e-pace-standard/,JAGUAR E-PACE STANDARD,Eurosuper (Sans plomb),manuel,1998.0,SUV 4x4,8.1 l/100km,185 g/km,13.0,5,571,2205,4.1394853591918945,14.403942108154297,2205
LLD Pro - JAGUAR F-PACE PORTFOLI - 2.0D180 4WD BVA (00950) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/22613386871aac41e0870db06ac47eeb79358b58/jaguar-f-pace-portfoli/,JAGUAR F-PACE PORTFOLI,Diesel,manuel,1999.0,SUV 4x4,5.7 l/100km,151 g/km,11.0,5,818,2190,13.539216995239258,39.83188247680664,2190
LLD Pro - VOLKSWAGEN CARAVELLE COURT - CO.TDI150 4MDSG (11210) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1e9e3f102a09e70449e27beb80dcfb8b24318681/volkswagen-caravelle-court/,VOLKSWAGEN CARAVELLE COURT,Diesel,manuel,1968.0,Minibus,6.9 l/100km,180 g/km,9.0,4,490,281,3.6776251792907715,5.087184906005859,281
LLD Pro - FORD KA+ ULTIMATE - 1.2 85CH (13749) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/a1a9ed290bd0bd40113a8be0ca4f0df1b431f227/ford-ka+-ultimate/,FORD KA+ ULTIMATE,Eurosuper (Sans plomb),manuel,1198.0,Micro 5 portes,5 l/100km,114 g/km,5.0,5,211,2449,-42.57187271118164,-5.829609394073486,2449
LLD Pro - PEUGEOT 3008 CROSSWAY - BHDI130 EAT8 (15308) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b9ac573cce599b442914f75c442f0990ea606f87/peugeot-3008-crossway/,PEUGEOT 3008 CROSSWAY,Diesel,manuel,1499.0,SUV 4x2,4 l/100km,102 g/km,6.0,5,453,1185,12.791497230529785,-35.98667907714844,1185
LLD Pro - VOLKSWAGEN TIGUAN CONFO.BU - TDI150 4M°DSG7 (10901) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d490462a3e7b5c3e5939a541156143a8d3b12ffa/volkswagen-tiguan-confo.bu/,VOLKSWAGEN TIGUAN CONFO.BU,Diesel,manuel,1968.0,SUV 4x4,5.3 l/100km,136 g/km,8.0,5,487,390,-3.1233699321746826,6.36620569229126,390
LLD Pro - VOLKSWAGEN ARTEON R-LINE - 1.5TSI 150 DSG7 (12648) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/54949a8d24232b0eccc88c203a2a4c7063260144/volkswagen-arteon-r-line/,VOLKSWAGEN ARTEON R-LINE,Eurosuper (Sans plomb),manuel,1498.0,Berline 5 portes,6 l/100km,126 g/km,8.0,5,540,267,5.103147506713867,-34.07973861694336,267
LLD Pro - LAND ROVER DISCOVERY SPORT - SE TD4 180 BVM (01601) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8d578175ffd98667c2819aae326a143ff088c576/land-rover-discovery-sport/,LAND ROVER DISCOVERY SPORT,Diesel,manuel,1999.0,SUV 4x4,6.4 l/100km,168 g/km,11.0,5,556,2072,3.4990406036376953,13.99107551574707,2072
LLD Pro - TOYOTA C-HR GRAPHIC - 1.2T AWD CVT (05552) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/864c6416a80bfb41ce6ef7a9d564e1d42428eabe/toyota-c-hr-graphic/,TOYOTA C-HR GRAPHIC,Eurosuper (Sans plomb),automatique,1200.0,SUV 4x4,6.7 l/100km,152 g/km,7.0,5,412,539,-30.429141998291016,-7.001859188079834,539
LLD Pro - HYUNDAI IX20 INTUITIVE - 1.6CRDI115 BDRI (00899) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/622fc135da8a0948494d29de9849192b9211e31b/hyundai-ix20-intuitive/,HYUNDAI IX20 INTUITIVE,Diesel,manuel,1582.0,Mini monospace 5 portes,4.4 l/100km,115 g/km,6.0,5,297,2329,-23.979206085205078,-34.49445724487305,2329
LLD Pro - VOLKSWAGEN SHARAN CONFORTL - 2.0TDI150 BVM6 (10151) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/6eed604d92d18767c34cb58e6754954300181092/volkswagen-sharan-confortl/,VOLKSWAGEN SHARAN CONFORTL,Diesel,manuel,1968.0,Monospace 5 portes,5.2 l/100km,132 g/km,8.0,5,492,346,-3.3908798694610596,6.684741020202637,346
LLD Pro - CITROEN C4 CACTUS SHINE - BLUEHDI 100 BV6 (16118) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/fcf0b7715245f2d4d3c2da4cc25428a445529161/citroen-c4-cactus-shine/,CITROEN C4 CACTUS SHINE,Diesel,manuel,1499.0,Berline 5 portes,4 l/100km,98 g/km,5.0,5,298,3190,29.109487533569336,-32.35382843017578,3190
LLD Pro - AUDI A1 3P BUSINESS - 1.0TFSI 95 BVM5 (09508) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/618a9f013e102103a95d520959000de09fe1a519/audi-a1-3p-business/,AUDI A1 3P BUSINESS,Eurosuper (Sans plomb),manuel,999.0,Berline 3 portes,4.2 l/100km,97 g/km,5.0,3,281,3971,-34.446163177490234,28.072607040405273,3971
LLD Pro - PEUGEOT 3008 ACTI.BUSIN - BLUEHDI130 EAT8 (15314) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/eb391b5217e075662269f4e9d7b24ace5fd75900/peugeot-3008-acti.busin/,PEUGEOT 3008 ACTI.BUSIN,Diesel,manuel,1499.0,SUV 4x2,4 l/100km,102 g/km,6.0,5,414,1192,17.96004295349121,-33.570533752441406,1192
LLD Pro - ALFA ROMEO GIULIA BUSINESS - 2.2D 150 AT8 (01100) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/46d151555b9383f3b72ae7a8f1d64f07361bbc2e/alfa-romeo-giulia-business/,ALFA ROMEO GIULIA BUSINESS,Diesel,manuel,2143.0,Tri-corps 4 portes,4.2 l/100km,109 g/km,7.0,4,505,3905,27.015262603759766,14.873993873596191,3905
LLD Pro - MERCEDES CITAN TOURER LO - PURE 112E (08518) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ac9553c36da15c732639118cc14e74fbd9440977/mercedes-citan-tourer-lo/,MERCEDES CITAN TOURER LO,Eurosuper (Sans plomb),manuel,1192.0,Mini monospace 5 portes,6.2 l/100km,140 g/km,7.0,5,296,1654,-36.366451263427734,-5.597649097442627,1654
LLD Pro - SEAT ARONA BLACK ED° - 1.0TSI 95 BVM5 (03689) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/4e50720f1cff93cd30f4266e4858023cd0f5440b/seat-arona-black-ed/,SEAT ARONA BLACK ED°,Eurosuper (Sans plomb),manuel,999.0,SUV 4x2,5 l/100km,108 g/km,5.0,5,219,852,-41.64755630493164,22.514663696289062,852
LLD Pro - SKODA KODIAQ 5P ACTIV - TDI150 4X4 BVM6 (03487) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/5af6c45487b805fbf8fab16d406634f63827b77e/skoda-kodiaq-5p-activ/,SKODA KODIAQ 5P ACTIV,Diesel,manuel,1968.0,SUV 4x4,5.4 l/100km,142 g/km,8.0,5,422,677,-1.7141836881637573,-0.464478999376297,677
LLD Pro - TOYOTA YARIS 3P ACTIVE - 70 VVT-I (05608) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d4ebf5f3dabed48a77124d6d2a4bdffb0266241c/toyota-yaris-3p-active/,TOYOTA YARIS 3P ACTIVE,Eurosuper (Sans plomb),manuel,998.0,Berline 3 portes,4.7 l/100km,104 g/km,4.0,3,194,611,-43.45750045776367,20.0615291595459,611
LLD Pro - AUDI Q5 S-LINE - 2.0TDI 150 BVM6 (11273) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/6f189e1475ddfcfbe6d54cb41e7f440857302ecb/audi-q5-s-line/,AUDI Q5 S-LINE,Diesel,manuel,1968.0,SUV 4x2,4.7 l/100km,124 g/km,8.0,5,715,4094,6.89271879196167,32.73684310913086,4094
LLD Pro - PEUGEOT 208 5P ALLU.BUS - 1.2PURE.110 EAT (16426) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/bbdb03957aa2b88be012b324e8b6a13ee27bf7a8/peugeot-208-5p-allu.bus/,PEUGEOT 208 5P ALLU.BUS,Eurosuper (Sans plomb),manuel,1199.0,Berline 5 portes,4.9 l/100km,112 g/km,6.0,5,279,1106,-38.22886657714844,-6.820916652679443,1106
LLD Pro - PEUGEOT TRAVELLER STAND - ACTIVE BHDI150 (13507) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/87d922a4b4f674450f45c07ae1ce53de887cabb4/peugeot-traveller-stand/,PEUGEOT TRAVELLER STAND,Diesel,manuel,1997.0,Monospace 5 portes,5.4 l/100km,142 g/km,8.0,4,494,1258,0.6820838451385498,7.208794593811035,1258
LLD Pro - FORD KUGA TREND BUSI - 1.5ECO.120 4X2 (14441) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/3aa49abe5f3797166ffd678ba607e210e0b29edc/ford-kuga-trend-busi/,FORD KUGA TREND BUSI,Eurosuper (Sans plomb),manuel,1498.0,SUV 4x2,6.9 l/100km,165 g/km,7.0,5,313,2446,26.739940643310547,-35.2059211730957,2446
LLD Pro - FORD GRAND CMAX T.BU - 2.0TDCI150 POWE (13089) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/5c2e2b793830a4d249b3b69540b43b43ec66e978/ford-grand-cmax-t.bu/,FORD GRAND CMAX T.BU,Diesel,manuel,1997.0,Mini monospace 5 portes,5.2 l/100km,138 g/km,8.0,5,398,2459,-0.3606753349304199,-2.079231023788452,2459
LLD Pro - CITROEN BERLINGO MULTIS - SHINE BHDI 120 (08196) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f32728ccfb3f2065b94e3466e4a01ac351bf71db/citroen-berlingo-multis/,CITROEN BERLINGO MULTIS,Diesel,manuel,1560.0,Mini monospace 5 portes,4.3 l/100km,113 g/km,6.0,5,297,3116,-24.658512115478516,-33.754520416259766,3116
LLD Pro - MERCEDES C 4P AVANTGARDE - 180D BA9 (12384) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/18868976fdf155fc753f22352d0b4ee5b10e59ed/mercedes-c-4p-avantgarde/,MERCEDES C 4P AVANTGARDE,Diesel,manuel,1597.0,Tri-corps 4 portes,4.2 l/100km,112 g/km,7.0,4,563,1687,-2.8173298835754395,-33.86758041381836,1687
LLD Pro - ABARTH 695 3P XSR YAMA - 1.4T-JET165 BVA (00069) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/415e92ac4c98633c58e917c585dc493477ed6658/abarth-695-3p-xsr-yama/,ABARTH 695 3P XSR YAMA,Eurosuper (Sans plomb),manuel,1368.0,Micro 3 portes,5.8 l/100km,134 g/km,9.0,3,521,3889,16.032665252685547,-17.443208694458008,3889
LLD Pro - FORD KUGA TREND - 1.5ECO.120 4X2 (14434) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d58205f7318bcca4cbf336c15b2e7b3974feac4a/ford-kuga-trend/,FORD KUGA TREND,Eurosuper (Sans plomb),manuel,1498.0,SUV 4x2,6.9 l/100km,156 g/km,7.0,5,275,2447,30.243778228759766,-34.228294372558594,2447
LLD Pro - FORD FOCUS 5P TREND - 1.0ECOBOOST100 (13996) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/cbbe1aa09d7a8634f98e5e66ec76caa241344ec6/ford-focus-5p-trend/,FORD FOCUS 5P TREND,Eurosuper (Sans plomb),manuel,999.0,Berline 5 portes,4.7 l/100km,104 g/km,5.0,5,250,2806,-38.21098709106445,25.990888595581055,2806
LLD Pro - BMW 530I XDRIVE 4P - LUXURY BVA8 (11339) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ba8b6e14f4dd3d2dc6a46fbd1a939d2e6fed6795/bmw-530i-xdrive-4p/,BMW 530I XDRIVE 4P,Eurosuper (Sans plomb),manuel,1998.0,Tri-corps 4 portes,6.3 l/100km,142 g/km,15.0,4,760,3268,11.15241813659668,35.8748893737793,3268
LLD Pro - HONDA CIVIC 5P EXCLUS - 1.0 IVTEC CVT (01054) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1ee611e2e9eff08ad3c2919540d4f0a6372e89a7/honda-civic-5p-exclus/,HONDA CIVIC 5P EXCLUS,Eurosuper (Sans plomb),automatique,988.0,Berline 5 portes,4.7 l/100km,107 g/km,6.0,5,441,2410,-30.106613159179688,30.387271881103516,2410
LLD Pro - OPEL ASTRA 5P ELITE - 1.4TURBO 150 BA (17969) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/5d62a745dd559cd52c2a250691415116bce62d35/opel-astra-5p-elite/,OPEL ASTRA 5P ELITE,Eurosuper (Sans plomb),manuel,1399.0,Berline 5 portes,5.7 l/100km,131 g/km,8.0,5,295,1364,25.148624420166016,-16.146137237548828,1364
LLD Pro - OPEL GRANDLANDX DESI - 1.5D 130 4X2 BA (18368) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b751142a383e5314170d354a19d927e85261d399/opel-grandlandx-desi/,OPEL GRANDLANDX DESI,Diesel,manuel,1499.0,SUV 4x2,4.2 l/100km,109 g/km,7.0,5,610,1420,2.7056078910827637,-33.16059875488281,1420
LLD Pro - BMW 318I 4P - M-SPORT ULT.BA8 (13734) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/974e2dc7d093973b726e86b48a7c348f20644df6/bmw-318i-4p/,BMW 318I 4P,Eurosuper (Sans plomb),manuel,1499.0,Tri-corps 4 portes,6 l/100km,136 g/km,7.0,4,598,3402,2.7711167335510254,-33.87152099609375,3402
LLD Pro - PEUGEOT TRAVELLER LONG - ACTIVE BHDI150 (13504) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/0fa2ed7b8f54fd86adb933c38c5e1a1e25efd601/peugeot-traveller-long/,PEUGEOT TRAVELLER LONG,Diesel,manuel,1997.0,Monospace 5 portes,5.4 l/100km,142 g/km,8.0,4,505,1259,0.85683274269104,8.276629447937012,1259
LLD Pro - MERCEDES CLA COUPE INSP° - 180 BM6 (10155) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/29e294c8a109e53abe9bfabe1b3eb595ee81ec67/mercedes-cla-coupe-insp/,MERCEDES CLA COUPE INSP°,Eurosuper (Sans plomb),manuel,1595.0,Tri-corps 4 portes,6.5 l/100km,148 g/km,7.0,4,359,1739,-17.11432456970215,-36.89773941040039,1739
LLD Pro - BMW 430D GRANCOUPE - M-SPORT BVA8 (12491) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/df4286a24b77d9c8c6fe6cc11288787c27c8c436/bmw-430d-grancoupe/,BMW 430D GRANCOUPE,Diesel,manuel,2993.0,Berline 5 portes,5.5 l/100km,137 g/km,15.0,5,903,3600,47.73162841796875,10.548762321472168,3600
LLD Pro - ALFA ROMEO GIULIETTA IMOLA - 1.4TBMU.150 BVM (00938) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/12fb5c1a0a612bf31709eff5f048471a4f616ec2/alfa-romeo-giulietta-imola/,ALFA ROMEO GIULIETTA IMOLA,Eurosuper (Sans plomb),manuel,1368.0,Berline 5 portes,5.5 l/100km,127 g/km,8.0,5,394,3920,19.9201602935791,-16.106914520263672,3920
LLD Pro - RENAULT TWINGO INTENS - SCE70 S/S ECO² (28098) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b7ebbada6e01d4878d21246f41cc88c1dc69d860/renault-twingo-intens/,RENAULT TWINGO INTENS,Eurosuper (Sans plomb),manuel,999.0,Micro 5 portes,4.8 l/100km,108 g/km,4.0,5,223,813,-41.37194061279297,22.942447662353516,813
LLD Pro - FORD MONDEO SW TR.BU - TDCI150 POWERSH (14234) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f9f9c1e782482e219484b5ab16db99d1a42bb190/ford-mondeo-sw-tr.bu/,FORD MONDEO SW TR.BU,Diesel,manuel,1997.0,Break 5 portes,5.4 l/100km,129 g/km,8.0,5,411,2486,-0.717278778553009,-1.3084207773208618,2486
LLD Pro - VOLVO V40 R-DESIGN - T2 122 GEARTR.6 (06403) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/731dfc5e2c68c2913ad7e6f1f74bd37dc3e545c2/volvo-v40-r-design/,VOLVO V40 R-DESIGN,Eurosuper (Sans plomb),manuel,1498.0,Berline 5 portes,5.6 l/100km,129 g/km,7.0,5,366,134,22.606460571289062,-34.53380584716797,134
LLD Pro - DS DS3 PERFOR.LINE - PURETEC.110 EAT (00595) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/762ff991d4bf2c9bf27e284c57d912260c05b220/ds-ds3-perfor.line/,DS DS3 PERFOR.LINE,Eurosuper (Sans plomb),manuel,1199.0,Berline 3 portes,5.2 l/100km,119 g/km,6.0,3,341,2942,-33.11439895629883,-6.778359413146973,2942
LLD Pro - SKODA KAROQ ACCESS - 1.6TDI 116 BVM6 (03735) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/deec763449585fa461ff297f5629bb09b94db54d/skoda-karoq-access/,SKODA KAROQ ACCESS,Diesel,manuel,1598.0,SUV 4x2,4.5 l/100km,109 g/km,6.0,5,349,682,-19.329740524291992,-34.728450775146484,682
LLD Pro - RENAULT TALISMAN 4P ZEN - DCI 130 EDC (16972) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/2a878e4c317178903e23ac56b80895a04b61d601/renault-talisman-4p-zen/,RENAULT TALISMAN 4P ZEN,Diesel,manuel,1598.0,Tri-corps 4 portes,4.2 l/100km,112 g/km,7.0,4,403,1014,-13.33554744720459,-33.983524322509766,1014
LLD Pro - FORD ECOSPORT ST-LIN - 1.0ECOBOOST125 (12790) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b229176e7bbd43ca3d1c885032d13f22936e46fb/ford-ecosport-st-lin/,FORD ECOSPORT ST-LIN,Eurosuper (Sans plomb),manuel,998.0,SUV 4x2,5.3 l/100km,120 g/km,6.0,5,258,2752,-38.0018196105957,28.153728485107422,2752
LLD Pro - BMW 420D GRANCOUPE - M-SPORT BVM6 (12476) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7ac6d4dac680f7dd23033b4226e85323919d9d4d/bmw-420d-grancoupe/,BMW 420D GRANCOUPE,Diesel,manuel,1995.0,Berline 5 portes,4.9 l/100km,119 g/km,10.0,5,748,3557,9.420114517211914,35.13146209716797,3557
LLD Pro - FORD TOURNEO COURRIE - SPORT TD100 (13598) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ee7895aea0a61de75b961bd03322912356e9d806/ford-tourneo-courrie/,FORD TOURNEO COURRIE,Diesel,manuel,1499.0,Mini monospace 5 portes,4.5 l/100km,114 g/km,5.0,5,304,2510,28.44716453552246,-33.131431579589844,2510
LLD Pro - PEUGEOT 308 SW ACTIVE - 1.2PURETECH110 (15257) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/997646e5f64e1f080562df9d0b3feeac94df618b/peugeot-308-sw-active/,PEUGEOT 308 SW ACTIVE,Eurosuper (Sans plomb),manuel,1199.0,Break 5 portes,4.7 l/100km,108 g/km,7.0,5,330,1176,-33.91661834716797,-7.7902092933654785,1176
LLD Pro - FIAT TIPO 5P - 1.4 95CH (08711) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/fe656bab4f5ad0b60a0c8e07ceccf3c9cb106626/fiat-tipo-5p/,FIAT TIPO 5P,Eurosuper (Sans plomb),manuel,1368.0,Berline 5 portes,6.4 l/100km,138 g/km,6.0,5,213,2689,27.134435653686523,-14.560784339904785,2689
LLD Pro - RENAULT KADJAR INTENS - EGY DCI110 EDC (16625) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/4c5f2beba5956929e13a5c1c9dd646c5107a38e3/renault-kadjar-intens/,RENAULT KADJAR INTENS,Diesel,manuel,1461.0,SUV 4x2,3.9 l/100km,103 g/km,5.0,5,371,987,20.662294387817383,-31.002817153930664,987
LLD Pro - AUDI A5 COUPE - 35 TDI 150 BVM6 (11719) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b8a19af35cfccdfd2660effad0a304835c1fd251/audi-a5-coupe/,AUDI A5 COUPE,Diesel,manuel,1968.0,Coupé 3 portes,4.1 l/100km,106 g/km,7.0,2,496,4130,-4.7418646812438965,6.008095741271973,4130
LLD Pro - VOLKSWAGEN CARAVELLE LONG - CARAT TDI150DSG (13160) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/715e4f2a60cede6a8da992616b79d4756eb4ff44/volkswagen-caravelle-long/,VOLKSWAGEN CARAVELLE LONG,Diesel,manuel,1968.0,Minibus,6.4 l/100km,163 g/km,9.0,5,526,275,3.8135459423065186,11.12132740020752,275
LLD Pro - FORD FIESTA 5P TITAN - 1.1 85CH (14189) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8cf7ff2b5b64a8d62efe0945a922f1ffe9be9d54/ford-fiesta-5p-titan/,FORD FIESTA 5P TITAN,Eurosuper (Sans plomb),manuel,1084.0,Berline 5 portes,5.1 l/100km,110 g/km,4.0,5,217,2766,-47.054046630859375,23.895606994628906,2766
LLD Pro - VOLKSWAGEN CARAVELLE LONG - CARA.TDI150 4M° (11219) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/a898679c92dca82b5c0a705e77bb2c1ac7b7ad37/volkswagen-caravelle-long/,VOLKSWAGEN CARAVELLE LONG,Diesel,manuel,1968.0,Minibus,6.9 l/100km,179 g/km,9.0,5,535,277,4.074550628662109,11.320993423461914,277
LLD Pro - SKODA KAROQ AMBITION - 1.5TSI 150 BVM6 (03738) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/823beb292dbbc82388574dc7309425cbfb1124cf/skoda-karoq-ambition/,SKODA KAROQ AMBITION,Eurosuper (Sans plomb),manuel,1498.0,SUV 4x2,5.4 l/100km,115 g/km,8.0,5,321,685,27.049888610839844,-33.070674896240234,685
LLD Pro - MERCEDES A PROGRESSIVE L - 180D 7G-DCT (11958) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b5e52480a3d9b3d9a529bbf8fda047fc81a928d7/mercedes-a-progressive-l/,MERCEDES A PROGRESSIVE L,Diesel,manuel,1461.0,Berline 5 portes,4 l/100km,107 g/km,6.0,5,481,1631,8.962759017944336,-32.26883316040039,1631
LLD Pro - BMW 430I XDR.GRANCO - M-SPORT BVA8 (12519) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/e258ed0c471dc4642852d3950b2fa86c79cf4cd7/bmw-430i-xdr.granco/,BMW 430I XDR.GRANCO,Eurosuper (Sans plomb),manuel,1998.0,Berline 5 portes,6.6 l/100km,147 g/km,15.0,5,833,3246,13.71160888671875,40.49640655517578,3246
LLD Pro - MERCEDES B INTUITION - 200 BM6 (12565) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/91c0f462365055c7f4e1e66ed1284579d2f1175c/mercedes-b-intuition/,MERCEDES B INTUITION,Eurosuper (Sans plomb),manuel,1595.0,Mini monospace 5 portes,6.2 l/100km,141 g/km,9.0,5,444,1709,-9.003409385681152,-35.69205856323242,1709
LLD Pro - AUDI A1 SBACK BUSINE - 1.0TFSI 95 BVM5 (09559) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/eb7a1e39bbcf3effa99fe5ebedcd31bb3d9e2873/audi-a1-sback-busine/,AUDI A1 SBACK BUSINE,Eurosuper (Sans plomb),manuel,999.0,Berline 5 portes,5.1 l/100km,109 g/km,5.0,5,292,3965,-34.17348861694336,29.820465087890625,3965
